,input,id,来源,name,label,开发,发行,href,厂商,评分,下载,关注,android,ios,GameRes评分
2632,2021/11/19,175770,TAPTAP,小兵兵大作战,"多人,多人在线,吃鸡,角色扮演",nan,nan,https://www.taptap.com/app/175770,乐游游戏,0.0,0,209,预约,预约,
2633,2021/11/19,175767,TAPTAP,佛系人生,"收集,文字",nan,nan,https://www.taptap.com/app/175767,鬼见愁工作室,9.4,0,2014,预约,敬请期待,
2634,2021/11/19,175765,TAPTAP,螃蟹大战程序员,"模拟,真实模拟,养成,休闲",nan,nan,https://www.taptap.com/app/175765,深圳市螃蟹网络科技有限公司,9.4,0,371,预约,预约,
2635,2021/11/19,175764,TAPTAP,企鹅岛,"收集,治愈,模拟,放置,休闲",nan,nan,https://www.taptap.com/app/175764,海彼游戏,8.4,0,88179,预约,获取,
2636,2021/11/19,175758,TAPTAP,山的那边,"剧情,独立游戏,角色扮演",上海平野游戏工作室,nan,https://www.taptap.com/app/175758,nan,9.4,0,34549,预约,预约,
2637,2021/11/19,175752,TAPTAP,飞仙绝技,"卡牌对战,回合制,文字,挂机,修仙,放置,角色扮演",nan,nan,https://www.taptap.com/app/175752,群黑兔工作室,6.4,0,2196,预约,敬请期待,
2638,2021/11/19,175738,TAPTAP,军团纷争,"益智,烧脑,策略",nan,nan,https://www.taptap.com/app/175738,骑士工作室,7.6,0,5087,预约,预约,
2639,2021/11/19,175730,TAPTAP,时间之城,"休闲,唯美,益智",nan,nan,https://www.taptap.com/app/175730,DY Studio,9.7,0,14554,预约,获取,
2640,2021/11/19,175726,TAPTAP,灵气复苏mud,"文字,MUD,角色扮演",令人智熄工作室,nan,https://www.taptap.com/app/175726,nan,8.3,0,410,预约,敬请期待,
2641,2021/11/19,175723,TAPTAP,熊蛮人,"中文,Roguelike,冒险,动作",nan,nan,https://www.taptap.com/app/175723,Bending Spoons Apps IVS,6.6,0,1262,预约,获取,
2642,2021/11/19,175722,TAPTAP,代号：九牧,"模拟,真实模拟,经营,策略",nan,nan,https://www.taptap.com/app/175722,仙峰游戏,7.0,0,1133,预约,预约,
2643,2021/11/19,175721,TAPTAP,快乐童年之和平小镇,"休闲,竞技,可爱,休闲竞技",有神游戏,nan,https://www.taptap.com/app/175721,nan,7.0,0,3150,预约,预约,
2644,2021/11/19,175708,TAPTAP,戎马三国,"战略,策略",nan,nan,https://www.taptap.com/app/175708,深圳木子时代网络科技有限公司,0.0,0,53,预约,预约,
2645,2021/11/19,175690,TAPTAP,Exiles of Embermark,角色扮演,nan,nan,https://www.taptap.com/app/175690,Gunslinger Studios,0.0,0,12,预约,预约,
2646,2021/11/19,175669,TAPTAP,弹球大乐斗,"多人对战,休闲竞技,对战,多人,休闲",微屏游戏,nan,https://www.taptap.com/app/175669,nan,0.0,0,331,预约,预约,
2647,2021/11/19,175664,TAPTAP,ULTIMATE MOBILE,"街机,音游",nan,nan,https://www.taptap.com/app/175664,KONAMI,9.0,0,19739,预约,预约,
2648,2021/11/19,175653,TAPTAP,梦境循环：梅菲斯特的委托,"dbg,Roguelike,卡牌",秘制咸鱼工作室,nan,https://www.taptap.com/app/175653,nan,9.0,0,6699,预约,预约,
2649,2021/11/19,175652,TAPTAP,喵话西游,"宠物,卡通,喵星人,卡牌",Raccoon GAMES,nan,https://www.taptap.com/app/175652,nan,8.9,0,8208,预约,预约,
2650,2021/11/19,175644,TAPTAP,我的舍友有点彪,"创意,搞笑,校园,休闲",间之界,nan,https://www.taptap.com/app/175644,nan,0.0,0,57,预约,预约,
2651,2021/11/19,175639,TAPTAP,打老板,"动作,点击,休闲",酷骇科技,nan,https://www.taptap.com/app/175639,nan,9.4,0,630,预约,预约,
2652,2021/11/19,175637,TAPTAP,梦幻猫咪,"宠物,猫,喵星人,休闲",nan,nan,https://www.taptap.com/app/175637,乐可趣,0.0,0,43,预约,预约,
2653,2021/11/19,175636,TAPTAP,荣耀飞机,"飞机,街机",nan,nan,https://www.taptap.com/app/175636,乐可趣,0.0,0,30,预约,预约,
2654,2021/11/19,175635,TAPTAP,竹鼠跳跃,休闲,nan,nan,https://www.taptap.com/app/175635,乐可趣,0.0,0,23,预约,预约,
2655,2021/11/19,175631,TAPTAP,乌鸦森林之谜1: 枫叶溪幽灵（内购版）,"内购,益智,解谜,冒险",nan,nan,https://www.taptap.com/app/175631,游戏墓地,7.0,0,8453,预约,敬请期待,
2656,2021/11/19,175619,TAPTAP,大道昆仑,角色扮演,nan,nan,https://www.taptap.com/app/175619,葫芦游戏,9.5,0,603,预约,预约,
2657,2021/11/19,175617,TAPTAP,我的电竞,"休闲,经营,模拟",nan,nan,https://www.taptap.com/app/175617,7xi-Game-studio,9.4,0,5496,预约,预约,
2658,2021/11/19,175616,TAPTAP,曲项向天鸽,角色扮演,nan,nan,https://www.taptap.com/app/175616,睡神飞工作室,8.1,0,911,预约,预约,
2659,2021/11/19,175611,TAPTAP,斗法修仙,"角色扮演,休闲,修仙,文字,放置",nan,nan,https://www.taptap.com/app/175611,悠闲工作室,9.1,0,13803,预约,预约,
2660,2021/11/19,175597,TAPTAP,最后的秘密,"历史,文字,冒险",nan,nan,https://www.taptap.com/app/175597,网易游戏,10.0,0,32072,预约,预约,
2661,2021/11/19,175589,TAPTAP,落樱御神帖,"剧情,小说,轻小说,冒险",nan,nan,https://www.taptap.com/app/175589,神嵐遊戲,10.0,0,804,预约,预约,
2662,2021/11/19,175583,TAPTAP,无尽位面之战,"多人,沙盒,策略",群星之上,nan,https://www.taptap.com/app/175583,nan,8.8,0,19873,预约,预约,
2663,2021/11/19,175582,TAPTAP,黎明之地,"战争,生存,末日,策略",邮趣游戏,nan,https://www.taptap.com/app/175582,nan,9.4,0,903,预约,敬请期待,
2664,2021/11/19,175579,TAPTAP,球球你别过来,"策略,自由,可爱,射击,塔防,休闲",nan,nan,https://www.taptap.com/app/175579,成都天际线科技,0.0,0,57,预约,预约,
2665,2021/11/19,175575,TAPTAP,堕星之城,"上帝视角,射击,动作,竞技,赛博朋克,多人联机",Studio Opening,波克城市,https://www.taptap.com/app/175575,nan,8.3,0,85788,预约,预约,
